State,Region,City,Year,Population,"Violent
crime",Nonviolent,Murder,Forcible rape,Robbery,Aggravated assault,Property,Burglary,Larceny/theft,Motor vehicle theft,Arson2
FLORIDA,SOUTH,POMPANO BEACH,2012,107998,539,5183,2,34,188,349,2612,473,2087,226,12
FLORIDA,SOUTH,PORT ST. LUCIE,2008,159735,202,3970,0,25,24,162,2003,600,1494,51,4
FLORIDA,SOUTH,PORT ST. LUCIE,2009,159735,221,3508,0,27,32,168,1909,559,1257,29,7
FLORIDA,SOUTH,PORT ST. LUCIE,2010,162930,225,3579,0,29,32,170,1804,549,1282,30,6
FLORIDA,SOUTH,PORT ST. LUCIE,2011,166189,230,3651,0,30,32,180,1931,582,1307,30,6
FLORIDA,SOUTH,PORT ST. LUCIE,2012,169513,235,3724,0,32,32,190,2025,577,1372,32,7
FLORIDA,SOUTH,ST. PETERSBURG,2008,243111,1637,14946,15,46,537,1110,7754,2123,4890,866,36
FLORIDA,SOUTH,ST. PETERSBURG,2009,243111,1658,16548,7,51,498,1252,9072,2299,5219,974,56
FLORIDA,SOUTH,ST. PETERSBURG,2010,247973,1691,16878,7,52,493,1196,8664,2323,5271,984,57
FLORIDA,SOUTH,ST. PETERSBURG,2011,252932,1725,17215,7,54,512,1231,9009,2323,5536,1013,58
FLORIDA,SOUTH,ST. PETERSBURG,2012,257991,1760,17559,7,54,523,1220,9627,2510,5646,1014,59
FLORIDA,SOUTH,TALLAHASSEE ,2008,168984,935,8281,3,63,323,622,4369,1364,2683,265,41
FLORIDA,SOUTH,TALLAHASSEE ,2009,168984,834,7800,1,76,224,595,4089,1403,2505,193,13
FLORIDA,SOUTH,TALLAHASSEE ,2010,172364,851,7957,1,77,221,590,4171,1353,2679,206,13
FLORIDA,SOUTH,TALLAHASSEE ,2011,175811,868,8116,1,78,232,590,4416,1367,2582,197,13
FLORIDA,SOUTH,TALLAHASSEE ,2012,179327,885,8279,1,76,243,619,4215,1462,2634,219,13
FLORIDA,SOUTH,TAMPA ,2008,336911,1506,15299,16,46,511,1009,8306,2182,4865,907,61
FLORIDA,SOUTH,TAMPA ,2009,336911,1304,12511,6,50,473,843,6463,1837,4199,679,90
FLORIDA,SOUTH,TAMPA ,2010,343649,1330,12762,6,51,470,917,6655,1786,4047,674,94
FLORIDA,SOUTH,TAMPA ,2011,350522,1357,13018,6,50,470,885,6530,1893,4088,668,90
FLORIDA,SOUTH,TAMPA ,2012,357532,1384,13278,6,51,470,903,7122,1986,4170,688,94
FLORIDA,SOUTH,WEST PALM BEACH,2008,100434,498,6122,7,28,252,238,3233,773,2078,391,23
FLORIDA,SOUTH,WEST PALM BEACH,2009,100434,448,5103,8,21,219,222,2754,587,1839,231,3
FLORIDA,SOUTH,WEST PALM BEACH,2010,102443,457,5205,8,21,209,233,2653,599,1911,237,3
FLORIDA,SOUTH,WEST PALM BEACH,2011,104492,466,5310,8,20,213,230,2759,641,2004,242,3
FLORIDA,SOUTH,WEST PALM BEACH,2012,106582,475,5416,8,21,217,242,2868,635,1932,240,3
GEORGIA,SOUTH,ATHENS-CLARKE COUNTY,2008,113950,250,5911,0,32,87,144,3244,743,2096,178,14
GEORGIA,SOUTH,ATHENS-CLARKE COUNTY,2009,113950,239,5720,6,27,79,137,3110,1102,1852,129,15
GEORGIA,SOUTH,ATHENS-CLARKE COUNTY,2010,116229,244,5834,6,27,80,147,2939,1072,1768,127,15
GEORGIA,SOUTH,ATHENS-CLARKE COUNTY,2011,118554,249,5951,6,29,78,150,3116,1093,1786,141,15
GEORGIA,SOUTH,ATHENS-CLARKE COUNTY,2012,120925,254,6069,6,29,85,150,3330,1126,1983,140,15
GEORGIA,SOUTH,ATLANTA,2008,533016,3522,36610,50,71,1594,1896,19005,4449,11501,3138,64
GEORGIA,SOUTH,ATLANTA,2009,533016,3023,33613,43,74,1317,1813,17435,4506,9848,3154,90
GEORGIA,SOUTH,ATLANTA,2010,543676,3083,34285,44,74,1318,1780,17783,4686,10044,3276,94
GEORGIA,SOUTH,ATLANTA,2011,554550,3145,34971,45,75,1369,1798,18139,4734,10738,3251,90
GEORGIA,SOUTH,ATLANTA,2012,565641,3208,35671,46,75,1384,1978,18680,4968,10249,3378,93
GEORGIA,SOUTH,COLUMBUS,2008,186217,524,13818,16,29,231,261,7437,1446,4920,744,47
GEORGIA,SOUTH,COLUMBUS,2009,186217,523,13347,4,30,244,270,6858,1772,4340,773,33
GEORGIA,SOUTH,COLUMBUS,2010,189941,533,13614,4,31,272,258,7266,1676,4646,796,34
GEORGIA,SOUTH,COLUMBUS,2011,193740,544,13887,4,31,270,273,7620,1810,4739,788,35
GEORGIA,SOUTH,COLUMBUS,2012,197615,555,14166,4,31,262,268,7561,1864,4606,812,36
GEORGIA,SOUTH,SAVANNAH-CHATHAM METROPOLITAN,2008,211475,538,10139,12,15,318,223,5304,1396,3483,496,40
GEORGIA,SOUTH,SAVANNAH-CHATHAM METROPOLITAN,2009,211475,566,10459,13,36,313,229,5635,1289,3343,718,24
GEORGIA,SOUTH,SAVANNAH-CHATHAM METROPOLITAN,2010,215705,577,10668,13,36,332,231,5641,1380,3410,719,24
GEORGIA,SOUTH,SAVANNAH-CHATHAM METROPOLITAN,2011,220019,589,10881,13,38,322,228,5699,1355,3615,747,25
GEORGIA,SOUTH,SAVANNAH-CHATHAM METROPOLITAN,2012,224419,601,11099,13,40,325,233,5758,1369,3652,727,23
HAWAII,WEST,HONOLULU,2008,906349,1236,30436,8,100,435,774,15881,3167,10658,1855,203
HAWAII,WEST,HONOLULU,2009,906349,1322,32181,10,141,477,734,16784,2836,12068,2083,222
HAWAII,WEST,HONOLULU,2010,924476,1348,32824,10,139,477,772,17446,3122,11625,2166,234
HAWAII,WEST,HONOLULU,2011,942966,1375,33480,10,147,481,795,16797,2979,12788,2147,232
HAWAII,WEST,HONOLULU,2012,961825,1403,34150,10,153,495,841,17982,3247,13044,2275,245
IDAHO,WEST,BOISE  ,2008,203770,284,5517,1,56,33,220,3022,461,2219,127,23
IDAHO,WEST,BOISE  ,2009,203770,263,5511,1,29,35,218,2795,567,2147,86,34
IDAHO,WEST,BOISE  ,2010,207845,268,5623,1,29,36,208,2851,590,2321,89,33
IDAHO,WEST,BOISE  ,2011,212002,273,5736,1,31,38,229,3136,591,2256,95,36
IDAHO,WEST,BOISE  ,2012,216242,278,5851,1,33,38,231,2937,574,2301,95,37
ILLINOIS6,MIDWEST,AURORA,2008,174488,331,3976,0,0,67,274,2039,398,1637,111,17
ILLINOIS6,MIDWEST,AURORA,2009,174488,326,3979,3,0,60,273,2104,391,1551,107,9
ILLINOIS6,MIDWEST,AURORA,2010,177978,333,4058,3,0,58,278,2228,399,1613,110,9
ILLINOIS6,MIDWEST,AURORA,2011,181538,340,4139,3,0,60,286,2087,395,1677,113,10
ILLINOIS6,MIDWEST,AURORA,2012,185169,347,4222,3,0,60,301,2233,399,1662,110,10
ILLINOIS6,MIDWEST,CHICAGO,2008,2829304,15934,122762,228,0,7964,8915,64897,11987,42649,9806,339
ILLINOIS6,MIDWEST,CHICAGO,2009,2829304,15448,111156,201,0,8107,7956,59858,12767,39658,7808,311
ILLINOIS6,MIDWEST,CHICAGO,2010,2885890,15757,113378,205,0,7667,8839,57663,12548,40825,7747,317
ILLINOIS6,MIDWEST,CHICAGO,2011,2943608,16072,115646,209,0,7744,8278,61699,12558,39349,8050,346
ILLINOIS6,MIDWEST,CHICAGO,2012,3002480,16393,117959,213,0,8524,8694,62345,12810,39746,8211,339
ILLINOIS6,MIDWEST,ELGIN,2008,105535,112,2213,1,0,36,79,1204,231,828,92,3
ILLINOIS6,MIDWEST,ELGIN,2009,105535,124,2093,2,0,39,90,1147,222,798,52,8
ILLINOIS6,MIDWEST,ELGIN,2010,107646,126,2135,2,0,37,92,1107,242,862,52,7
ILLINOIS6,MIDWEST,ELGIN,2011,109799,129,2177,2,0,39,92,1128,231,847,55,7
ILLINOIS6,MIDWEST,ELGIN,2012,111995,132,2221,2,0,40,100,1218,252,864,55,7
ILLINOIS6,MIDWEST,JOLIET,2008,149617,281,3428,4,0,86,215,1861,371,1359,61,14
ILLINOIS6,MIDWEST,JOLIET,2009,149617,255,3707,4,0,80,183,1975,389,1485,83,17
ILLINOIS6,MIDWEST,JOLIET,2010,152609,260,3781,4,0,87,194,2071,368,1471,82,16
ILLINOIS6,MIDWEST,JOLIET,2011,155661,265,3857,4,0,86,189,2017,372,1530,84,15
ILLINOIS6,MIDWEST,JOLIET,2012,158774,270,3933,4,0,85,199,2077,386,1650,91,16
ILLINOIS6,MIDWEST,NAPERVILLE,2008,144205,55,2144,1,0,8,48,1091,143,946,26,4
ILLINOIS6,MIDWEST,NAPERVILLE,2009,144205,44,2296,0,0,9,37,1226,149,1010,37,4
ILLINOIS6,MIDWEST,NAPERVILLE,2010,147089,45,2342,0,0,9,38,1192,154,1000,36,4
ILLINOIS6,MIDWEST,NAPERVILLE,2011,150031,46,2389,0,0,10,39,1287,151,1050,37,4
ILLINOIS6,MIDWEST,NAPERVILLE,2012,153032,47,2437,0,0,10,38,1240,165,1051,38,4
ILLINOIS6,MIDWEST,PEORIA7,2008,113616,439,4689,,0,204,249,2474,654,1707,158,23
ILLINOIS6,MIDWEST,PEORIA7,2009,113616,444,4689,5,0,210,261,2544,642,1597,159,22
ILLINOIS6,MIDWEST,PEORIA7,2010,115888,453,4783,5,0,212,264,2500,643,1758,161,22
ILLINOIS6,MIDWEST,PEORIA7,2011,118206,462,4878,5,0,229,267,2623,668,1678,169,23
ILLINOIS6,MIDWEST,PEORIA7,2012,120570,471,4975,5,0,235,255,2528,642,1695,168,23
ILLINOIS6,MIDWEST,ROCKFORD,2008,157262,1019,9448,9,64,286,731,5177,1376,3250,379,39
ILLINOIS6,MIDWEST,ROCKFORD,2009,157262,934,7898,8,46,258,668,4215,1074,2777,240,21
ILLINOIS6,MIDWEST,ROCKFORD,2010,160407,953,8056,8,46,276,694,4179,1182,2806,255,21
ILLINOIS6,MIDWEST,ROCKFORD,2011,163615,972,8217,8,46,281,702,4508,1150,2807,255,21
ILLINOIS6,MIDWEST,ROCKFORD,2012,166887,991,8381,8,46,274,722,4305,1139,2947,266,21
ILLINOIS6,MIDWEST,SPRINGFIELD,2008,117762,,6827,2,0,169,662,3531,834,2554,164,40
ILLINOIS6,MIDWEST,SPRINGFIELD,2009,117762,,6500,3,0,120,677,3404,748,2555,142,17
ILLINOIS6,MIDWEST,SPRINGFIELD,2010,120117,0,6630,3,0,121,659,3340,755,2607,150,16
ILLINOIS6,MIDWEST,SPRINGFIELD,2011,122519,0,6763,3,0,114,686,3575,755,2510,154,17
ILLINOIS6,MIDWEST,SPRINGFIELD,2012,124969,0,6898,3,0,122,726,3681,801,2611,148,16
INDIANA,MIDWEST,EVANSVILLE,2008,115639,222,4885,4,32,60,139,2539,508,1953,120,51
INDIANA,MIDWEST,EVANSVILLE,2009,115639,213,5048,2,32,63,126,2583,596,1958,119,33
INDIANA,MIDWEST,EVANSVILLE,2010,117952,217,5149,2,34,66,125,2788,597,1978,125,35
INDIANA,MIDWEST,EVANSVILLE,2011,120311,221,5252,2,35,69,130,2713,580,2076,127,34
INDIANA,MIDWEST,EVANSVILLE,2012,122717,225,5356,2,37,70,129,2874,621,2097,126,38
INDIANA,MIDWEST,FORT WAYNE,2008,251194,352,9538,15,46,195,105,4794,1109,3480,340,45
INDIANA,MIDWEST,FORT WAYNE,2009,251194,378,8229,9,39,246,95,4146,1067,3024,203,21
INDIANA,MIDWEST,FORT WAYNE,2010,256218,386,8394,9,36,264,96,4271,1019,3265,206,19
INDIANA,MIDWEST,FORT WAYNE,2011,261342,394,8562,9,40,272,99,4698,1050,3269,214,20
INDIANA,MIDWEST,FORT WAYNE,2012,266569,402,8732,9,41,285,98,4400,1112,3209,206,20
INDIANA,MIDWEST,SOUTH BEND,2008,103561,413,6582,4,36,220,166,3407,990,2158,270,31
INDIANA,MIDWEST,SOUTH BEND,2009,103561,368,5644,7,30,171,178,3010,912,1960,171,19
INDIANA,MIDWEST,SOUTH BEND,2010,105632,375,5756,7,30,178,192,2955,965,2017,164,19
INDIANA,MIDWEST,SOUTH BEND,2011,107745,383,5871,7,32,171,185,3189,976,1927,174,19
INDIANA,MIDWEST,SOUTH BEND,2012,109900,391,5988,7,34,177,188,3194,922,2003,174,19
IOWA,MIDWEST,CEDAR RAPIDS,2008,126984,229,6413,2,25,72,138,3456,687,2619,168,13
IOWA,MIDWEST,CEDAR RAPIDS,2009,126984,213,5080,1,26,49,143,2714,596,1947,140,9
IOWA,MIDWEST,CEDAR RAPIDS,2010,129524,217,5182,1,27,49,150,2716,603,1929,150,8
IOWA,MIDWEST,CEDAR RAPIDS,2011,132114,221,5286,1,29,54,161,2903,615,1987,147,8
IOWA,MIDWEST,CEDAR RAPIDS,2012,134756,225,5392,1,30,52,150,2934,626,2106,151,8
IOWA,MIDWEST,DES MOINES,2008,196680,721,9623,3,116,173,461,4847,957,3621,405,27
IOWA,MIDWEST,DES MOINES,2009,196680,535,7895,1,85,110,370,4292,815,2921,321,21
IOWA,MIDWEST,DES MOINES,2010,200614,546,8053,1,90,118,378,4218,897,2951,328,20
IOWA,MIDWEST,DES MOINES,2011,204626,557,8213,1,88,112,371,4384,897,2981,337,21
IOWA,MIDWEST,DES MOINES,2012,208719,568,8377,1,96,121,374,4597,856,3040,337,20
KANSAS,WEST,KANSAS CITY,2008,141771,431,7496,13,39,145,260,3973,901,2113,843,0
KANSAS,WEST,KANSAS CITY,2009,141771,446,7168,22,42,147,269,3871,911,2434,519,0
KANSAS,WEST,KANSAS CITY,2010,144606,455,7313,22,43,155,272,3729,862,2460,520,0
KANSAS,WEST,KANSAS CITY,2011,147498,464,7459,22,41,151,270,3841,948,2533,526,0
KANSAS,WEST,KANSAS CITY,2012,150448,473,7608,22,44,160,267,4184,941,2631,516,0
KANSAS,WEST,OLATHE7,2008,121472,,0,,0,0,0,0,0,0,0,0
KANSAS,WEST,OLATHE7,2009,121472,153,2422,0,28,29,108,1326,163,1063,70,12
KANSAS,WEST,OLATHE7,2010,123901,156,2470,0,26,31,104,1278,166,1045,75,12
KANSAS,WEST,OLATHE7,2011,126379,159,2519,0,28,33,107,1367,172,1045,72,12
KANSAS,WEST,OLATHE7,2012,128907,162,2568,0,30,33,117,1407,185,1066,73,13
KANSAS,WEST,OVERLAND PARK,2008,171909,151,3742,0,16,32,113,1897,255,1533,153,24
KANSAS,WEST,OVERLAND PARK,2009,171909,157,4150,2,11,31,119,2237,250,1787,149,9
KANSAS,WEST,OVERLAND PARK,2010,175347,160,4233,2,11,32,124,2218,255,1806,149,8
KANSAS,WEST,OVERLAND PARK,2011,178854,163,4317,2,11,33,127,2219,258,1877,160,8
KANSAS,WEST,OVERLAND PARK,2012,182431,166,4403,2,12,35,131,2351,270,1932,166,8
KANSAS,WEST,TOPEKA,2008,122554,293,6648,5,23,118,162,3387,752,2374,344,6
KANSAS,WEST,TOPEKA,2009,122554,329,6142,3,13,154,178,3224,764,2391,199,2
KANSAS,WEST,TOPEKA,2010,125005,336,6264,3,14,153,192,3413,787,2439,205,2
KANSAS,WEST,TOPEKA,2011,127505,343,6389,3,13,153,182,3226,751,2397,221,2
KANSAS,WEST,TOPEKA,2012,130055,350,6517,3,14,156,188,3421,759,2375,215,2
KANSAS,WEST,WICHITA ,2008,362602,1482,20170,8,130,255,1159,10230,2174,7459,1087,115
KANSAS,WEST,WICHITA ,2009,362602,1617,18256,12,143,279,1251,9905,1831,7147,805,87
KANSAS,WEST,WICHITA ,2010,369854,1649,18622,12,150,264,1363,9454,1923,6956,805,85
KANSAS,WEST,WICHITA ,2011,377251,1682,18994,12,143,275,1352,10399,1906,7504,860,91
KANSAS,WEST,WICHITA ,2012,384796,1716,19374,12,160,293,1418,9932,2038,7028,846,95
KENTUCKY,SOUTH,LEXINGTON,2008,281473,863,9149,4,77,257,578,5020,1071,3312,294,22
KENTUCKY,SOUTH,LEXINGTON,2009,281473,866,9209,7,57,259,603,4644,1112,3516,285,14
KENTUCKY,SOUTH,LEXINGTON,2010,287102,883,9393,7,56,257,575,5065,1235,3423,284,14
KENTUCKY,SOUTH,LEXINGTON,2011,292844,901,9581,7,56,277,603,5119,1214,3458,310,13
KENTUCKY,SOUTH,LEXINGTON,2012,298701,919,9773,7,60,275,598,5075,1203,3492,291,14
KENTUCKY,SOUTH,LOUISVILLE METRO,2008,629679,1977,27812,25,125,865,1139,14974,3515,9256,1334,89
KENTUCKY,SOUTH,LOUISVILLE METRO,2009,629679,1787,25313,36,110,731,961,13348,3315,8882,858,142
KENTUCKY,SOUTH,LOUISVILLE METRO,2010,642273,1823,25820,37,105,775,1047,14128,3448,8798,843,140
KENTUCKY,SOUTH,LOUISVILLE METRO,2011,655118,1859,26336,38,106,761,1010,14280,3651,9596,892,149
KENTUCKY,SOUTH,LOUISVILLE METRO,2012,668220,1896,26864,39,114,822,1010,13497,3621,9607,877,152
LOUISIANA,SOUTH,BATON ROUGE,2008,226920,1217,11965,26,40,493,743,6286,1723,3967,526,108
LOUISIANA,SOUTH,BATON ROUGE,2009,226920,1416,12578,38,29,516,846,6483,1913,4223,449,121
LOUISIANA,SOUTH,BATON ROUGE,2010,231458,1444,12830,39,32,573,889,6423,1933,4430,490,122
LOUISIANA,SOUTH,BATON ROUGE,2011,236087,1473,13086,40,32,568,898,6681,1916,4394,495,116
LOUISIANA,SOUTH,BATON ROUGE,2012,240809,1502,13348,41,32,564,907,7145,1954,4609,491,121
LOUISIANA,SOUTH,LAFAYETTE,2008,113770,619,6556,5,41,139,471,3468,699,2533,296,12
LOUISIANA,SOUTH,LAFAYETTE,2009,113770,590,7021,6,20,137,459,3714,744,2839,232,14
LOUISIANA,SOUTH,LAFAYETTE,2010,116045,602,7161,6,19,135,491,3896,737,2791,245,14
LOUISIANA,SOUTH,LAFAYETTE,2011,118366,614,7304,6,19,135,478,3681,774,2713,232,14
LOUISIANA,SOUTH,LAFAYETTE,2012,120733,626,7451,6,20,142,483,4015,820,2767,242,13
LOUISIANA,SOUTH,NEW ORLEANS,2008,281440,1606,15282,94,42,647,893,8405,2595,3891,1729,0
LOUISIANA,SOUTH,NEW ORLEANS,2009,281440,1403,13054,97,59,529,813,6592,1998,3347,1540,0
LOUISIANA,SOUTH,NEW ORLEANS,2010,287069,1431,13316,99,58,505,790,7124,1907,3514,1455,0
LOUISIANA,SOUTH,NEW ORLEANS,2011,292810,1460,13582,101,60,535,830,7402,2040,3687,1485,0
LOUISIANA,SOUTH,NEW ORLEANS,2012,298666,1489,13853,103,59,520,871,7273,2101,3761,1529,0
LOUISIANA,SOUTH,SHREVEPORT,2008,199434,951,10794,13,54,243,700,5751,1275,3860,476,48
LOUISIANA,SOUTH,SHREVEPORT,2009,199434,903,10335,17,61,240,634,5249,1293,3766,335,43
LOUISIANA,SOUTH,SHREVEPORT,2010,203423,921,10542,17,59,246,659,5669,1319,3769,322,48
LOUISIANA,SOUTH,SHREVEPORT,2011,207491,939,10752,17,63,249,691,5461,1385,3807,335,49
LOUISIANA,SOUTH,SHREVEPORT,2012,211641,958,10968,17,61,249,699,5898,1413,3959,362,47
MARYLAND,NORTHEAST,BALTIMORE,2008,634549,4890,29283,105,77,1948,2869,15688,3772,8882,2746,236
MARYLAND,NORTHEAST,BALTIMORE,2009,634549,4607,28107,115,75,1916,2920,15224,3742,8841,2298,178
MARYLAND,NORTHEAST,BALTIMORE,2010,647240,4699,28669,117,79,1901,2979,14388,3891,8434,2388,194
MARYLAND,NORTHEAST,BALTIMORE,2011,660185,4793,29243,119,74,1886,2816,15693,4007,8858,2280,184
MARYLAND,NORTHEAST,BALTIMORE,2012,673389,4889,29829,121,79,2034,3128,15415,4164,9556,2462,186
MASSACHUSETTS,NORTHEAST,BOSTON,2008,604465,3096,20182,29,120,1090,1907,10596,1643,7815,1209,0
MASSACHUSETTS,NORTHEAST,BOSTON,2009,604465,3007,20196,26,136,1143,1846,10805,1458,7876,1157,0
MASSACHUSETTS,NORTHEAST,BOSTON,2010,616554,3067,20600,27,138,1165,1993,10506,1517,8265,1147,0
MASSACHUSETTS,NORTHEAST,BOSTON,2011,628885,3128,21011,28,140,1200,1977,11031,1592,7957,1148,0
MASSACHUSETTS,NORTHEAST,BOSTON,2012,641463,3191,21432,29,144,1145,2092,10823,1547,8679,1240,0
MASSACHUSETTS,NORTHEAST,CAMBRIDGE,2008,101362,200,2898,2,4,77,128,1491,194,1252,122,2
MASSACHUSETTS,NORTHEAST,CAMBRIDGE,2009,101362,236,3099,2,11,91,139,1626,206,1339,104,1
MASSACHUSETTS,NORTHEAST,CAMBRIDGE,2010,103389,241,3161,2,11,92,150,1691,208,1327,105,1
MASSACHUSETTS,NORTHEAST,CAMBRIDGE,2011,105457,246,3225,2,11,97,147,1773,206,1367,112,1
MASSACHUSETTS,NORTHEAST,CAMBRIDGE,2012,107566,251,3289,2,10,96,147,1677,216,1381,110,1
MASSACHUSETTS,NORTHEAST,LOWELL5,2008,110136,484,3237,4,19,97,403,1674,509,1022,204,17
MASSACHUSETTS,NORTHEAST,LOWELL6,2009,110136,553,3428,1,17,94,487,1855,407,1127,253,25
MASSACHUSETTS,NORTHEAST,LOWELL6,2010,112339,564,3496,1,17,95,483,1771,448,1192,246,26
MASSACHUSETTS,NORTHEAST,LOWELL6,2011,114586,575,3566,1,19,93,474,1877,453,1194,256,26
MASSACHUSETTS,NORTHEAST,LOWELL6,2012,116878,587,3636,1,18,99,502,1932,448,1230,261,25
MASSACHUSETTS,NORTHEAST,SPRINGFIELD,2008,151249,896,6886,6,68,245,644,3670,841,2280,450,27
MASSACHUSETTS,NORTHEAST,SPRINGFIELD,2009,151249,902,7226,7,53,276,611,3636,1058,2412,409,29
MASSACHUSETTS,NORTHEAST,SPRINGFIELD,2010,154274,920,7371,7,57,286,605,4039,1040,2483,421,29
MASSACHUSETTS,NORTHEAST,SPRINGFIELD,2011,157359,938,7519,7,55,298,636,4082,1061,2392,395,30
MASSACHUSETTS,NORTHEAST,SPRINGFIELD,2012,160506,957,7670,7,59,296,612,4049,1102,2607,411,30
MASSACHUSETTS,NORTHEAST,WORCESTER,2008,177151,773,5970,2,26,165,604,3132,810,1954,337,4
MASSACHUSETTS,NORTHEAST,WORCESTER,2009,177151,854,6430,3,20,180,712,3339,779,2262,395,8
MASSACHUSETTS,NORTHEAST,WORCESTER,2010,180694,871,6558,3,20,178,692,3570,780,2221,402,8
MASSACHUSETTS,NORTHEAST,WORCESTER,2011,184308,888,6690,3,20,193,699,3408,780,2399,403,9
MASSACHUSETTS,NORTHEAST,WORCESTER,2012,187994,906,6824,3,20,191,748,3647,826,2424,431,8
MICHIGAN5,NORTHEAST,ANN ARBOR,2008,115148,128,2759,0,12,34,91,1500,266,1062,85,7
MICHIGAN5,NORTHEAST,ANN ARBOR,2009,115148,135,2591,1,17,23,102,1305,248,1086,56,7
MICHIGAN5,NORTHEAST,ANN ARBOR,2010,117451,138,2643,1,17,24,106,1331,263,1077,55,7
MICHIGAN5,NORTHEAST,ANN ARBOR,2011,119800,141,2695,1,17,23,105,1398,263,1098,56,7
MICHIGAN5,NORTHEAST,ANN ARBOR,2012,122196,144,2749,1,16,24,106,1508,273,1068,59,7
MICHIGAN5,NORTHEAST,DETROIT,2008,905783,8472,53163,146,167,3036,5347,28786,9282,9782,8537,376
MICHIGAN5,NORTHEAST,DETROIT,2009,905783,8529,46221,163,202,2810,6056,25055,8409,8922,6532,251
MICHIGAN5,NORTHEAST,DETROIT,2010,923899,8700,47146,166,203,2759,6007,24618,8998,8930,7120,257
MICHIGAN5,NORTHEAST,DETROIT,2011,942377,8874,48089,169,211,2788,6300,24632,9263,9196,7129,277
MICHIGAN5,NORTHEAST,DETROIT,2012,961225,9051,49051,172,200,3039,6132,26101,9011,9380,6864,290
MICHIGAN5,NORTHEAST,FLINT,2008,113462,1068,7068,10,56,324,739,3578,1754,1440,440,56
MICHIGAN5,NORTHEAST,FLINT,2009,113462,1022,5448,10,54,241,759,2805,1288,1189,308,56
MICHIGAN5,NORTHEAST,FLINT,2010,115731,1042,5558,10,55,248,820,2861,1302,1297,326,56
MICHIGAN5,NORTHEAST,FLINT,2011,118046,1063,5669,10,55,256,782,2834,1328,1274,323,61
MICHIGAN5,NORTHEAST,FLINT,2012,120407,1084,5783,10,57,257,845,3091,1316,1363,342,62
MICHIGAN5,NORTHEAST,GRAND RAPIDS,2008,193096,988,9037,9,35,398,591,4586,1082,3219,255,48
MICHIGAN5,NORTHEAST,GRAND RAPIDS,2009,193096,762,7842,5,45,261,479,4171,1044,2914,162,47
MICHIGAN5,NORTHEAST,GRAND RAPIDS,2010,196958,777,7998,5,46,279,493,4334,1054,3055,163,50
MICHIGAN5,NORTHEAST,GRAND RAPIDS,2011,200897,793,8159,5,44,274,488,4462,1129,2975,170,52
MICHIGAN5,NORTHEAST,GRAND RAPIDS,2012,204915,809,8322,5,48,287,513,4344,1184,3179,174,52
MICHIGAN5,NORTHEAST,LANSING,2008,114415,595,3827,7,56,131,440,1939,644,1192,159,27
MICHIGAN5,NORTHEAST,LANSING,2009,114415,523,3051,2,43,116,383,1534,486,1047,106,13
MICHIGAN5,NORTHEAST,LANSING,2010,116703,533,3111,2,42,108,387,1580,491,1029,116,14
MICHIGAN5,NORTHEAST,LANSING,2011,119037,544,3173,2,45,114,399,1722,500,1060,113,13
MICHIGAN5,NORTHEAST,LANSING,2012,121418,555,3236,2,45,122,427,1741,510,1040,116,13
MICHIGAN5,NORTHEAST,STERLING HEIGHTS,2008,127697,111,2755,2,16,30,70,1513,256,1085,107,5
MICHIGAN5,NORTHEAST,STERLING HEIGHTS,2009,127697,100,2378,1,16,10,74,1269,171,951,87,7
MICHIGAN5,NORTHEAST,STERLING HEIGHTS,2010,130251,102,2426,1,18,11,81,1222,176,999,87,6
MICHIGAN5,NORTHEAST,STERLING HEIGHTS,2011,132856,104,2474,1,16,11,81,1283,173,1078,94,6
MICHIGAN5,NORTHEAST,STERLING HEIGHTS,2012,135513,106,2524,1,17,11,83,1272,172,1100,93,7
MICHIGAN5,NORTHEAST,WARREN4,2008,133721,351,1363,3,34,102,241,0,412,991,0,24
MICHIGAN5,NORTHEAST,WARREN5,2009,133721,278,2417,1,27,66,203,1255,345,619,286,3
MICHIGAN5,NORTHEAST,WARREN5,2010,136395,284,2465,1,29,67,196,1268,323,638,315,3
MICHIGAN5,NORTHEAST,WARREN5,2011,139123,290,2515,1,30,72,200,1269,329,702,304,3
MICHIGAN5,NORTHEAST,WARREN5,2012,141905,296,2566,1,29,72,214,1319,340,684,310,3
MINNESOTA6,MIDWEST,MINNEAPOLIS,2008,376753,2282,19111,17,195,994,1223,10283,2436,6156,1295,75
MINNESOTA6,MIDWEST,MINNEAPOLIS,2009,376753,1905,15772,6,197,778,1103,7965,2232,5366,908,0
MINNESOTA6,MIDWEST,MINNEAPOLIS,2010,384288,1943,16087,6,195,735,1125,8527,2234,5322,953,0
MINNESOTA6,MIDWEST,MINNEAPOLIS,2011,391974,1982,16408,6,207,750,1085,8615,2344,5479,918,0
MINNESOTA6,MIDWEST,MINNEAPOLIS,2012,399813,2022,16736,6,196,811,1128,9206,2324,5693,1000,0
MINNESOTA6,MIDWEST,ROCHESTER,2008,100589,,2601,1,0,21,68,1345,215,1092,80,16
MINNESOTA6,MIDWEST,ROCHESTER,2009,100589,,2774,0,0,18,84,1490,185,1256,52,15
MINNESOTA6,MIDWEST,ROCHESTER,2010,102601,0,2830,0,0,19,87,1464,187,1281,50,14
MINNESOTA6,MIDWEST,ROCHESTER,2011,104653,0,2887,0,0,19,88,1450,191,1319,50,15
MINNESOTA6,MIDWEST,ROCHESTER,2012,106746,0,2945,0,0,17,93,1494,210,1260,53,15
